product_id,gender,masterCategory,subCategory,articleType,baseColour,season,productDisplayName,quantity
47956,Women,Accessories,Bags,Handbags,Pink,Summer,Murcia Women Pink Handbag,170
9205,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Puma Men SL Tech Lo NM Basic Black Casual Shoes,38
30038,Men,Accessories,Watches,Watches,White,Winter,SKAGEN DENMARK Men White Dial Watch 233XLSS,27
42418,Girls,Apparel,Topwear,Tops,White,Summer,Gini and Jony Girls Woven White Top,95
29929,Men,Accessories,Watches,Watches,Copper,Winter,Police Men Copper-Toned Dial Watch PL12895JS,26
46884,Boys,Footwear,Shoes,Casual Shoes,Black,Fall,Ben 10 Boys Black Casual Shoes,54
19780,Women,Accessories,Bags,Handbags,Blue,Fall,United Colors of Benetton Women Blue Handbag,54
12368,Men,Apparel,Topwear,Shirts,Blue,Fall,Reid & Taylor Men Stripes Blue Shirts,134
34498,Women,Apparel,Topwear,Tops,Blue,Summer,Van Heusen Woman Striped Blue Top,35
30804,Men,Apparel,Topwear,Shirts,Rust,Summer,Fabindia Men Rust Shirt,44
29115,Men,Accessories,Socks,Socks,White,Summer,Puma Men Foundation Quarters White Socks,41
10867,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Wrangler Men Navy Blue Tough Service Navy T-shirt,42
45259,Men,Accessories,Watches,Watches,Black,Winter,Casio EDIFICE Men Chronograph Watch ED61 EF-305D-1AVDF,28
15529,Men,Apparel,Topwear,Tshirts,Black,Fall,Puma Men Jersey Polo Black Tshirts,29
59606,Women,Apparel,Saree,Sarees,Pink,Fall,FNF Pink Collection for Wedding Wear Sari,64
38631,Women,Apparel,Topwear,Tshirts,Pink,Summer,Nike Women Pink Polo T-shirt,59
5890,Men,Apparel,Topwear,Tshirts,Green,Summer,Puma Men's Graphics Story Green T-shirt,46
4942,Men,Apparel,Topwear,Tshirts,Red,Summer,Gini and Jony Boys Kane Red & White Kidswear,38
49494,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Vans Men Navy Blue Shoes,221
26539,Men,Footwear,Shoes,Casual Shoes,White,Fall,ID Men White & Black Shoes,52
35912,Women,Accessories,Bags,Handbags,Pink,Summer,Peperone Women Pink & Black Handbag,31
18236,Men,Apparel,Topwear,Tshirts,White,Fall,Manchester United Men Solid White Tshirt,70
2289,Women,Apparel,Topwear,Tshirts,Blue,Fall,Nike Women Blue T-shirt,78
23877,Men,Footwear,Shoes,Sports Shoes,White,Summer,Fila Men Cavier White Sports Shoes,131
29571,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Vans Men Classic Slip-On Navy Blue Shoes,29
42840,Women,Accessories,Bags,Handbags,Black,Summer,French Connection Women Black Handbag,149
54925,Men,Apparel,Bottomwear,Shorts,Cream,Summer,Do U Speak Green Men Cream Shorts,53
6629,Men,Footwear,Shoes,Sports Shoes,White,Summer,ADIDAS Men's Galvin White Silver Black Shoe,38
43992,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Police Women Passion Eau De Toilette Natural Spray,52
8581,Men,Apparel,Topwear,Waistcoat,Black,Fall,Scullers Men Black Waistcoat,68
9453,Men,Apparel,Topwear,Shirts,Blue,Fall,John Miller Men White checks Blue Shirts,37
17870,Men,Apparel,Innerwear,Briefs,Black,Summer,Levis Men Boxer Black Brief,61
18004,Men,Apparel,Topwear,Tshirts,Blue,Summer,Puma Men Speed Grapic tee Blue Tshirt,28
29743,Women,Accessories,Bags,Handbags,Green,Summer,Kiara Women Light Green Handbag,100
3955,Women,Apparel,Topwear,Tops,Red,Summer,Jealous 21 Women Printed Red Top,45
51659,Men,Accessories,Watches,Watches,Black,Winter,Fossil Men Black Dial Watch AM4385,42
2887,Women,Footwear,Shoes,Heels,Beige,Winter,Catwalk Women Black Ballerinas,46
10269,Women,Footwear,Shoes,Flats,Red,Winter,Clarks Women Silvi Spice Raspberry Leather Red Flats,65
40519,Men,Accessories,Watches,Watches,Grey,Winter,Titan Men Grey Dial Watch,37
38403,Women,Accessories,Belts,Belts,Brown,Summer,Baggit Women Brown Xylo Taj Belt,27
27044,Women,Accessories,Bags,Clutches,Black,Fall,Yelloe Black Fur Zip Clutch,45
13271,Women,Footwear,Shoes,Heels,Gold,Winter,Inc 5 Women Casual Gold Heels,177
28830,Women,Apparel,Innerwear,Briefs,Grey,Summer,Enamor Women Pack of 3 Briefs,33
2626,Women,Footwear,Shoes,Flats,Red,Fall,Carlton London Women Red Wedge Sandal,48
55464,Women,Personal Care,Lips,Lipstick,Maroon,Spring,Revlon Super Lusterous Mulled Wine Lipstick 305,47
26196,Men,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Formula 1 Gold Men Perfume,42
27878,Women,Apparel,Topwear,Shirts,Blue,Summer,Scullers For Her Women White Printed Shirt,35
6286,Men,Apparel,Topwear,Tshirts,Purple,Summer,UCB Men's Super Star Print Purple T-shirt,31
22536,Men,Footwear,Shoes,Casual Shoes,Green,Spring,Gas Men Skate Green Casual Shoes,42
49807,Men,Accessories,Headwear,Caps,Red,Summer,Flying Machine Men Red Cap,85
36304,Men,Apparel,Topwear,Tshirts,Green,Summer,Angry Birds Men Green Stop Madness T-shirt,45
52641,Women,Accessories,Bags,Handbags,Red,Summer,Mod-acc Women Red Handbag,27
14054,Men,Apparel,Topwear,Shirts,Red,Fall,Flying Machine Men Check Red Shirts,93
53793,Men,Apparel,Topwear,Tshirts,Black,Summer,Puma Men Black Ferrari T-shirt,32
20261,Men,Apparel,Topwear,Tshirts,White,Fall,Wrangler Men Tee White T-shirt,37
5403,Women,Footwear,Shoes,Sports Shoes,White,Summer,Kalenji Kiprun 2000l Wht/purple,29
44724,Women,Footwear,Flip Flops,Flip Flops,Lavender,Summer,Lotto Women Lavender Blossom Flip Flops,53
25713,Unisex,Accessories,Headwear,Caps,Black,Spring,ADIDAS Unisex Chicago Bulls Black Cap,55
11526,Women,Apparel,Topwear,Tops,Black,Fall,United Colors of Benetton Women Light Winter Black Tops,79
57333,Women,Apparel,Innerwear,Bra,Cream,Winter,Amante Cream-Coloured Full-Coverage T-shirt Bra BCSM11,43
41858,Men,Footwear,Sandal,Sandals,Brown,Summer,Estd. 1977 Men Brown Sandals,312
21181,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,ADIDAS Men Adi Stars Tread Yellow Flip Flops,40
52473,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Summer,Red Rose Women Pink & White Bath Robes,39
39942,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Gas Men Navy Blue Shoes,39
36136,Women,Footwear,Shoes,Sports Shoes,Green,Summer,Nike Women Free Run+ 3 Green Sports Shoes,26
5631,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Summer,ADIDAS Unisex Adi Liner Yellow Flip Flop,45
44516,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Coolers Men Black Pokar Flip Flops,50
58149,Women,Accessories,Headwear,Caps,Pink,Summer,Puma Women Pink Sparkle Cat Cap,47
32596,Women,Apparel,Topwear,Tops,Peach,Summer,ONLY Women Peach Long Tank Top,54
11714,Women,Apparel,Topwear,Shirts,Blue,Summer,Lee Women Check Blue Shirts,53
57101,Women,Apparel,Topwear,Tops,Cream,Summer,Elle Women Cream Top,32
33444,Women,Accessories,Bags,Handbags,Brown,Summer,Baggit Women Camel Brown Sling Bag,33
58975,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,Colour me Men Blue Deo,28
27276,Women,Apparel,Topwear,Kurtas,Beige,Fall,Mother Earth Women Beige Kurta,54
6888,Women,Apparel,Topwear,Tops,Cream,Summer,Forever New Women's Cream Floral Print Top,59
19579,Women,Apparel,Topwear,Tops,Green,Summer,United Colors of Benetton Women Green Top,48
12191,Men,Apparel,Topwear,Shirts,Brown,Fall,Basics Men Brown Slim Fit Shirt,137
31313,Women,Apparel,Topwear,Kurtas,Blue,Summer,W Women Blue Kurta,303
50324,Women,Apparel,Topwear,Kurtas,Peach,Summer,Aurelia Women Peach Kurta,80
7166,Men,Apparel,Topwear,Shirts,Red,Fall,Scullers Men Scul Red White Shirt,39
46241,Women,Apparel,Topwear,Kurtas,Cream,Summer,Fusion Beats Women Cream Kurta,44
22704,Men,Footwear,Shoes,Casual Shoes,White,Fall,Nike Men Capri II Mid White Casual Shoes,41
5255,Unisex,Accessories,Bags,Backpacks,Blue,Winter,Wildcraft Unisex Blue Backpack,211
37480,Women,Accessories,Watches,Watches,White,Winter,Esprit Women White Watch,156
44172,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Nike Fragrances Women Extreme Perfume 75 ml,34
52017,Women,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,Inaya Women Black Pyjama Set,47
25979,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,J.Del Pozo Women Halloween Kiss Sexy 50 ml Perfume,48
4387,Men,Apparel,Topwear,Tshirts,Grey,Summer,Batman Men's Affliction Grey Violet T-shirt,42
41400,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,Wrangler Women Navy Blue T-shirt,69
25145,Women,Accessories,Bags,Handbags,Beige,Winter,Lino Perros Women Beige Handbag,38
11370,Women,Apparel,Topwear,Sweatshirts,Green,Fall,United Colors Of Benetton Women Light Wintersweat Green Sweatshirts,60
55232,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Lakme Perfect Radiance Intense Whitening Beige Honey Foundation 05,71
16969,Men,Footwear,Sandal,Sandals,Black,Fall,Puma Men Coupe Black Sandal,24
43357,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Reebok Men Black Ultimate Vibe Sports Shoes,60
9498,Men,Apparel,Topwear,Shirts,Pink,Fall,John Miller Men Pink white black check Pink Shirts,20
13427,Men,Apparel,Topwear,Tshirts,Red,Summer,United Colors of Benetton Men Printed Red Tshirts,78
7502,Women,Apparel,Bottomwear,Capris,Black,Summer,Nike Women As Classic Black Capri,48
19921,Unisex,Accessories,Bags,Backpacks,Yellow,Summer,Wildcraft Unisex Gear for Life Yellow Backpack,47
46625,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Rasasi Women Royale Deo and Perfume Set,54
51692,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,Louis Philippe Men Oversized Sunglasses LP226-C1,36
29788,Men,Apparel,Topwear,Tshirts,White,Summer,Basics Men Pack of 3 T-shirts,42
17087,Women,Accessories,Wallets,Wallets,Purple,Winter,Lino Perros Women Blue Zip Purple Wallet,46
34205,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Fall,Proline Men Grey Melange Track Pants,27
31545,Men,Apparel,Topwear,Tshirts,Purple,Summer,Classic Polo Men Striped Purple T-shirt,35
3390,Women,Accessories,Bags,Handbags,Brown,Winter,Murcia Women Brown With Stitch Bag,52
8778,Men,Apparel,Topwear,Shirts,Black,Fall,Indigo Nation Men Black Striped Shirt,63
55000,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Lakme Absolute Liplast Day Rose Lip Gloss,20
27420,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Grey,Winter,Jockey Women Grey Lounge Pants,32
13615,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Hanes Men Grey V DuoDry Body Fit V-Neck T-shirt,31
43165,Men,Accessories,Watches,Watches,Navy Blue,Winter,Fastrack Men Navy Blue Dial Watch,27
30497,Women,Apparel,Innerwear,Bra,Pink,Summer,Lovable Women Fiona Rose Pink Bra,79
2242,Men,Apparel,Topwear,Tshirts,Blue,Fall,ADIDAS Men Crew Neck Blue T-shirt,47
16367,Men,Apparel,Topwear,Shirts,Blue,Fall,Peter England Men Check Blue Shirt,213
22152,Men,Footwear,Sandal,Sandals,Olive,Summer,Lee Cooper Men Casual Sandals,51
7730,Men,Footwear,Sandal,Sandals,Black,Fall,Puma Men Apex Black Olive Sandal,30
28468,Women,Apparel,Topwear,Tshirts,Lavender,Summer,Urban Yoga Women Printed Lavender T-shirt,49
43959,Men,Footwear,Sandal,Sandals,Grey,Summer,Puma Men Grey Sandals,59
50572,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,Chromozome Men Navy Blue Trunks,336
14430,Women,Footwear,Shoes,Casual Shoes,Black,Summer,Enroute Women Casual Black Casual Shoes,53
5067,Men,Accessories,Watches,Watches,Orange,Winter,Being Human Men Black Dial Orange Strap Watch,46
45292,Women,Accessories,Watches,Watches,Silver,Winter,CASIO Enticer Women Silver Analogue Watch LTP-1233D-7ADF SH49,48
52225,Women,Accessories,Jewellery,Pendant,Silver,Summer,Lencia Silver Pendant,32
33212,Women,Apparel,Topwear,Tops,Black,Summer,Sepia Women Black Top,73
57757,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,Lotus Herbals Neemwash Face Wash,40
4989,Women,Apparel,Bottomwear,Shorts,Green,Summer,Gini and Jony Girl's Fenil Bright Green Kidswear,37
11142,Women,Accessories,Scarves,Scarves,Blue,Fall,Scullers Women Solid Blue Scarves,39
56685,Women,Apparel,Saree,Sarees,Black,Fall,Fabindia Black Mull Printed Saree,28
39728,Women,Apparel,Topwear,Shirts,Pink,Summer,Arrow Woman Women Pink Shirt,48
37474,Men,Accessories,Watches,Watches,White,Winter,Esprit Men White Dial Watch,162
44186,Men,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Nike Fragrances Men 5th Element Perfume,36
53131,Women,Footwear,Shoes,Heels,Gold,Winter,Catwalk Women Gold Toned & Brown Flats,54
15724,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Nike Men Free Run+ 2 Shield Grey Sports Shoes,47
4373,Men,Apparel,Topwear,Tshirts,Black,Summer,Aerosmith Men's Attic Black T-shirt,62
10256,Men,Apparel,Topwear,Shirts,Green,Fall,Locomotive Men Stripes Green Shirts,60
57591,Women,Personal Care,Lips,Lipstick,Brown,Spring,Lotus Herbals Moistpetals Iced Coffee Lipstick 161,41
40526,Men,Accessories,Watches,Watches,White,Winter,Titan Men White Dial Watch NB1927BM01,36
32106,Men,Apparel,Innerwear,Trunk,Grey,Summer,Playboy Men Crocker Grey Trunks,49
56443,Women,Personal Care,Nails,Nail Polish,Brown,Spring,Streetwear Shine Divine Chocolate Divine Nail Enamel 12,44
11384,Men,Apparel,Topwear,Shirts,Red,Fall,United Colors of Benetton Men White & Red Check Shirt,34
12501,Men,Apparel,Topwear,Tshirts,Green,Fall,United Colors of Benetton Men Short Green T-shirt,40
26734,Women,Personal Care,Fragrance,Deodorant,Silver,Spring,Reebok Women Pack of 3 Deos,23
31783,Women,Apparel,Topwear,Tops,Purple,Summer,Lee Women Purple Paula Pansy Top,30
49699,Men,Accessories,Ties,Ties,Red,Summer,Park Avenue Men Red & Brown Striped Tie,38
42271,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,Vans Unisex White Classic Slip On Casual Shoes,27
30651,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Nike Men Black Track Pants,128
51666,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,Louis Philippe Men Aviator Sunglasses LP218-C2,65
22394,Women,Apparel,Bottomwear,Track Pants,Black,Fall,ADIDAS Women Ess MF3S  Black Track Pant,57
17073,Women,Accessories,Belts,Belts,Brown,Winter,Lino Perros Women Weaved  Brown Belt,43
18807,Men,Accessories,Belts,Belts,Off White,Summer,Peter England Men Casual Off White Belt,38
6424,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,Lotto Men's Tennis Mule Navy Blue Flip Flop,35
3364,Men,Apparel,Topwear,Tshirts,Blue,Summer,Myntra Men's Brain Blue T-shirt,54
42043,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Nike Men Black Shoes,147
12733,Women,Accessories,Bags,Handbags,Pink,Fall,Nike Women Pinkaland Pink Handbags,59
54126,Women,Footwear,Shoes,Heels,Bronze,Winter,Rocia Women Bronze Heels,57
18209,Men,Accessories,Headwear,Caps,Navy Blue,Fall,Manchester United Men Printed Navy Blue Cap,69
23848,Men,Footwear,Shoes,Sports Shoes,White,Fall,ADIDAS Men White Razor Sports Shoes,88
30463,Women,Apparel,Innerwear,Bra,Pink,Summer,Lovable Women All Day Long Pink Bra,86
35111,Men,Accessories,Wallets,Wallets,Brown,Summer,Allen Solly Men Leather Brown Wallet,99
47531,Women,Footwear,Shoes,Flats,Gold,Winter,Portia Women Purple & Gold-Toned Sandals,68
6616,Men,Apparel,Topwear,Shirts,Pink,Summer,Spykar Men Linen Pink Shirt,60
50586,Men,Apparel,Innerwear,Briefs,Black,Summer,Chromozome Men Black Briefs,354
17241,Men,Apparel,Topwear,Tshirts,Pink,Fall,U.S. Polo Assn. Men Stripes Raspberry Wine Polo Tshirt,66
53303,Men,Apparel,Topwear,Tshirts,Red,Summer,Locomotive Men Red T-shirt,79
10858,Men,Apparel,Topwear,Tshirts,White,Fall,Wrangler Men Furious Rides White T-Shirts,39
37646,Women,Accessories,Wallets,Wallets,Black,Summer,Wills Lifestyle Women Black Wallet,31
5093,Men,Apparel,Topwear,Tshirts,Black,Summer,Wrangler Men's Champion Burnt Out Striper Black T-shirt,48
45266,Men,Accessories,Watches,Watches,Black,Winter,CASIO G-Shock Men Black Digital Watch GD-100-1BDR G310,54
4141,Men,Footwear,Shoes,Casual Shoes,White,Summer,Fila Men's Breath White Red Shoe,50
21723,Women,Footwear,Shoes,Heels,Beige,Winter,Catwalk Women Casual Beige Heels,152
15516,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,Rockport Men Altrezlp Navy Blue Flip Flops,44
10064,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Puma Men puma shield tee Yellow Tshirts,40
32334,Men,Accessories,Watches,Watches,White,Winter,Q&Q Men White Dial Analogue Watch Q252J204Y,44
54542,Men,Footwear,Shoes,Sports Shoes,White,Fall,F Sports Men White Hurricane Sports Shoes,35
3700,Women,Apparel,Topwear,Tshirts,Purple,Summer,Tantra Women's Flower Heart Lavender Long T-shirt,31
42427,Women,Apparel,Topwear,Kurtas,Green,Summer,Aurelia Women Green Kurta,188
29916,Men,Accessories,Watches,Watches,Black,Winter,Police Men Black Dial Chronograph Watch PL12676JSU-02,53
55490,Women,Personal Care,Lips,Lip Gloss,Rose,Spring,Revlon Rose Gold Colorburst Lip Gloss 026,41
12357,Men,Apparel,Topwear,Shirts,Blue,Fall,Reid & Taylor Men Check Blue Shirts,30
47155,Men,Accessories,Wallets,Wallets,Brown,Summer,Peter England Men Brown Wallet,147
6272,Men,Apparel,Topwear,Tshirts,Grey,Summer,UCB Men's Contrast Rib Grey T-shirt,42
17625,Men,Apparel,Bottomwear,Track Pants,Black,Fall,ADIDAS Men Solid Black Track Pant,59
51030,Women,Apparel,Innerwear,Bra,Purple,Summer,Enamor Mulberry Purple Coloured Bra,62
35575,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,Gliders Men Green Esquire Flip Flops,47
46087,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,ADIDAS Women Silver Magique Shoes,32
4525,Men,Footwear,Shoes,Sports Shoes,White,Summer,Puma Men's YugoRun White Red Shoe,35
21347,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Pal Zileri Men Casual Black Frame Sunglasses,80
15172,Men,Apparel,Topwear,Tshirts,Brown,Fall,Arrow Sport Men Striped Brown T-shirt,26
53767,Men,Apparel,Topwear,Tshirts,White,Summer,Puma Men White and Blue T-shirt,32
20295,Men,Apparel,Topwear,Tshirts,Blue,Fall,Flying Machine Men Printed Blue Tshirt,41
37222,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,United Colors of Benetton Boys Check Navy Blue Shirt,39
10400,Women,Accessories,Watches,Watches,Black,Winter,Puma Women Flux Shadow  266 Black Watches,42
21175,Men,Footwear,Shoes,Sports Shoes,White,Fall,ADIDAS Men Lowell White Sports Shoe,43
15340,Women,Apparel,Bottomwear,Shorts,Black,Fall,Nike Women Solid Black Shorts,50
52487,Women,Apparel,Innerwear,Camisoles,Pink,Winter,Red Rose Pink Camisole,66
4717,Girls,Apparel,Topwear,Tshirts,Pink,Summer,Disney Kids Girl's Summer Fun Fair Pink Teen Kidswear,21
38864,Women,Apparel,Topwear,Tops,Purple,Summer,Latin Quarters Women Purple & White Top,35
21949,Women,Accessories,Bags,Handbags,Purple,Winter,Murcia Women Casual Purple Handbag,213
32562,Women,Apparel,Bottomwear,Trousers,Olive,Summer,ONLY Women Olive Trousers,21
59853,Women,Personal Care,Skin,Face Moisturisers,colorlessness,Spring,Olay Women Natural White Rich All in One Fairness Night Cream,33
56027,Women,Personal Care,Lips,Lipstick,Brown,Spring,Colorbar Soft Touch Brazil Nut Lipstick 024,26
10632,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Carlton London Men Brown Shoes,81
24407,Women,Apparel,Topwear,Kurtas,Pink,Summer,Vishudh Women Pink Printed Kurta,96
58981,Women,Personal Care,Fragrance,Deodorant,Blue,Spring,Colour Me Women Sky Blue Deo,31
9008,Women,Accessories,Bags,Handbags,Multi,Winter,Murcia Women Checked Purse Multi Handbags,42
30235,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,Numero Uno Men Brown Flip Flops,77
12165,Women,Apparel,Topwear,Dupatta,Navy Blue,Fall,Aurelia Women Voile Navy Blue Dupatta,33
26350,Women,Accessories,Watches,Watches,White,Winter,DKNY Women White Dial Watch NY8471,59
3532,Women,Apparel,Topwear,Tshirts,Black,Summer,Myntra Women's Hard Work Never Black T-shirt,69
9834,Women,Apparel,Topwear,Tshirts,Blue,Fall,Little Miss Women Printed Blue T-shirt,194
17417,Men,Accessories,Watches,Watches,Black,Winter,CASIO ENTICER Men Black Dial Analogue Watch A416,61
47367,Women,Accessories,Bags,Handbags,Olive,Summer,Baggit Women Olive Green Handbag,25
6040,Men,Apparel,Topwear,Tshirts,Grey,Summer,UCB Men's Applique Grey T-shirt,41
7192,Women,Apparel,Bottomwear,Jeans,Brown,Fall,Jealous 21 Women Brown Jeggings,38
34635,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Lotto Men XD III Black Shoes,40
23682,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Red Tape Men Black Casual Shoes,75
9894,Men,Apparel,Bottomwear,Trousers,Black,Fall,Indian Terrain Men Sid Black Trousers,30
8946,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Indigo Nation Men ID Printed Beige Trousers,42
7132,Women,Apparel,Topwear,Tshirts,Green,Fall,Urban Yoga Women's Green T-shirt,45
46215,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,ADIDAS Men Orange Sports Shoes,28
27222,Women,Apparel,Bottomwear,Capris,Pink,Summer,Doodle Kids Girl  Pink Capris,69
30295,Men,Apparel,Topwear,Tshirts,Off White,Summer,Myntra Men Planet Off White T-shirt,30
3592,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Converse Men's All Star Canvas Ox Navy Blue Shoe,39
25575,Men,Footwear,Shoes,Sports Shoes,White,Summer,Fila Men Surveillance White Shoes,57
56087,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Colorbar Star Shine Lip Gloss 05,43
11740,Men,Apparel,Topwear,Tshirts,Grey,Fall,Lee Men Stripes Grey T-shirt,49
41030,Men,Accessories,Watches,Watches,Silver,Winter,Nautica Men Silver Dial Watch,52
58921,Men,Accessories,Accessories,Accessory Gift Set,Multi,Summer,Hakashi Men Combo pack Tie+Cufflink+Pocket square,44
33410,Women,Accessories,Wallets,Wallets,Purple,Summer,Baggit Women Jewel Baby Purple Wallet,48
10692,Men,Apparel,Topwear,Tshirts,Red,Fall,Doodle Boy Casual Red Tshirts,43
57155,Women,Apparel,Topwear,Tops,Pink,Summer,Elle Women Pink Top,72
52427,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,Red Rose Cream Nightdress,31
20007,Men,Apparel,Topwear,Tshirts,White,Fall,United Colors of Benetton Men White Printed T-shirt,54
5665,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,ADIDAS Men's Slide Grey Orange Flip Flop,56
39318,Boys,Apparel,Topwear,Tshirts,Red,Summer,Gini and Jony Boys Red T-shirt,91
57367,Women,Apparel,Innerwear,Briefs,Peach,Summer,Amante Women Peach-Coloured Briefs PCLR02,36
24695,Men,Footwear,Sandal,Sandals,Black,Summer,Lotto Men Hermes Black Sandals,50
33622,Women,Accessories,Wallets,Wallets,Black,Summer,Lino Perros Women Black Wallet,93
36350,Men,Accessories,Ties,Ties,Black,Summer,Reid & Taylor Men Black Tie,197
4585,Unisex,Accessories,Bags,Backpacks,Black,Winter,Wildcraft Unisex Black Solid Backpack,47
37282,Women,Apparel,Topwear,Tshirts,Purple,Summer,Tantra Women Purple Prima Donna T-shirt,37
5457,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Nike Men's Perfect Navy Blue Track Pant,36
44770,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Globalite Men Black Skid Shoes,59
14000,Men,Apparel,Topwear,Jackets,Blue,Fall,Nike Men Printed Blue Jackets,49
20235,Women,Apparel,Topwear,Tshirts,Black,Fall,Wrangler Women Baroque Black T-shirt,46
28058,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,Jockey ELANCE Men Pack Of 2 Grey Briefs 1010,38
17685,Women,Footwear,Shoes,Heels,Multi,Winter,Catwalk Women Assorted Multi Heels,44
7300,Men,Apparel,Topwear,Tshirts,Red,Fall,Free Authority Men's Abstract Mix Red T-shirt,51
16757,Women,Accessories,Bags,Clutches,Black,Winter,Spice Art Women Beaded Bow Black Clutch,40
31949,Men,Footwear,Shoes,Sports Shoes,White,Summer,Nike Men Zoom Vomero White Sports Shoes,31
51090,Women,Free Items,Free Gifts,Free Gifts,Red,Summer,Satya Paul Red & Grey Saree,68
22562,Women,Accessories,Bags,Handbags,Tan,Winter,Lino Perros Tan Women Casual Sling Bag,33
2672,Women,Accessories,Bags,Handbags,Red,Winter,Murcia Women Ethnic Hand Bag,37
27010,Women,Apparel,Bottomwear,Capris,Blue,Summer,Jealous 21 Women Washed Light Blue Capris,35
55430,Women,Personal Care,Lips,Lipstick,Peach,Spring,Revlon Honey Colorburst Lipstick 097,23
8348,Boys,Apparel,Topwear,Tshirts,Brown,Fall,Doodle Boy's Little Monsters Rocking Rust Kidswear,37
31175,Girls,Apparel,Topwear,Tops,Magenta,Summer,Gini and Jony Girls Purple Top,77
57703,Women,Personal Care,Skin,Face Moisturisers,colorlessness,Spring,Lotus Herbals Cocomoist Moisturising Lotion,129
33246,Men,Apparel,Topwear,Shirts,Lavender,Spring,Arrow Men Lavender Unstainable Slim Fit Shirt,41
41666,Men,Apparel,Topwear,Shirts,Purple,Summer,Mark Taylor Men Brown Striped Shirt,26
25323,Men,Accessories,Watches,Watches,Black,Summer,Casio Edifice Men Analog Watch EF-130D-1A2VDF(ED417),36
21783,Men,Accessories,Belts,Belts,Black,Fall,Fossil Men Pierce Black Belt,63
59699,Women,Apparel,Innerwear,Bra,Black,Summer,Avirate Black Bra,138
36734,Women,Apparel,Topwear,Tshirts,White,Summer,Spykar Women Cult White T-shirt,138
55868,Women,Personal Care,Nails,Nail Polish,Pink,Spring,Colorbar Fushia Fix 2 Nail Lacquer 84,38
7764,Men,Apparel,Topwear,Tshirts,Black,Fall,Inkfruit Men's Night Rider Black Yellow Orange T-shirt,55
16333,Men,Apparel,Topwear,Shirts,Black,Fall,Peter England Men Stripes Black Shirt,45
50526,Men,Apparel,Innerwear,Briefs,Grey,Winter,Chromozome Men Pack of 2 Briefs,52
47591,Women,Footwear,Shoes,Heels,Black,Winter,Portia Women Black Flats,204
55054,Women,Personal Care,Lips,Lipstick,Brown,Spring,Lakme Enrich Satins Lipstick 132,39
